question,avg_abs_coef_normalized
Is the input related to food preparation?,0.462
Does the sentence reference a religious or spiritual concept?,0.46
Does the input involve a legal matter or law enforcement?,0.46
Is the sentence expressing the narrator's aspirations for societal change or impact?,0.459
Is a specific historical figure or leader mentioned?,0.457
Is a friendship being formed or ending?,0.456
Does the sentence express regret or remorse for a past action?,0.456
Is there a mention of a physical object or item?,0.455
Is the sentence about a current event or recent news?,0.455
Is the sentence describing a routine or habit?,0.455
"Is a specific school, university, or educational institution mentioned?",0.454
Is a supernatural or paranormal event discussed?,0.454
Is the input expressing gratitude or thanks?,0.454
Is there a mention of music or dancing?,0.453
Is a health or fitness routine described?,0.453
Does the input mention a form of artistic expression?,0.453
Does the input involve a fitness routine or exercise?,0.451
"Is there a mention of a geographical feature, like a mountain or river?",0.451
Is there mention of a personal challenge or obstacle overcome?,0.451
Is the sentence related to food or eating?,0.447
Is there mention of a personal hobby or interest?,0.447
Is technology or innovation discussed in the input?,0.446
Does the input involve a game or recreational activity?,0.446
Does the text involve a journey by foot?,0.446
Is there an expression of pride or self-esteem?,0.445
Is the sentence expressing skepticism or disbelief towards something or someone?,0.445
Does the input mention a personal insecurity or doubt?,0.445
Does the input involve the creation or invention of something?,0.443
Is the input related to a specific industry or profession?,0.443
Is a personal preference or taste described?,0.442
Does the input contain a measurement?,0.441
Does the text involve a financial challenge or setback?,0.439
Does the sentence describe a scenic view or landscape?,0.439
Does the text describe a personal achievement?,0.439
Does the input discuss a health-related issue or wellness?,0.438
Does the input discuss a technology trend or future prediction?,0.436
Does the text mention a form of digital communication?,0.436
Does the sentence describe a dream or fantasy?,0.435
Does the input mention a friendship?,0.435
Does the input discuss a business or entrepreneurial venture?,0.434
Is a specific form of literature or writing style mentioned?,0.433
Does the input describe a specific texture or sensation?,0.432
Is the sentence humorous because of a play on words?,0.432
Does the input express disappointment or dissatisfaction?,0.429
Is hair or clothing mentioned in the input?,0.428
Does the input involve a historical event?,0.427
Does the sentence describe a technological concept?,0.426
Is the sentence expressing the narrator's response to art or music?,0.426
Is there a discussion of a technological problem or bug?,0.425
Is there a first-person pronoun in the input?,0.425
Is the sentence conveying a strategic or tactical thought by the narrator?,0.425
Is the sentence part of a scientific explanation?,0.424
Is the sentence related to fashion or personal style?,0.424
Does the input describe an old habit or something the narrator wishes to change?,0.424
Does the input involve a cultural festival or event?,0.424
Does the input express gratitude?,0.423
Does the input involve a craft or handiwork project?,0.423
Does the input describe a moment of teamwork or collaboration?,0.422
Is there an expression of loyalty or commitment?,0.42
Does the sentence relate to personal health or bodily functions?,0.42
Does the sentence express the narrator's opinion or judgment about an event or character?,0.419
Does the input discuss a breakthrough in medical research?,0.419
Is the sentence describing a ritual or routine important to the narrator?,0.419
Does the input discuss a fashion trend or style advice?,0.418
Does the sentence describe an art or craft technique?,0.418
"Is there a reference to a diet, nutrition, or food choice?",0.417
Does the sentence involve a personal preference or taste?,0.415
Is a meal being prepared or cooked?,0.415
Is the sentence a question?,0.411
Does the input discuss a craft or DIY project?,0.411
Is the sentence related to sports or physical exercise?,0.41
Is a personal or family recipe mentioned?,0.41
Does the sentence describe an artistic or creative activity?,0.409
Is a holiday or celebration mentioned?,0.409
Does the input describe an emotional support or comfort?,0.409
Is cooking or a recipe discussed in the input?,0.408
"Is there mention of a concert, play, or live performance?",0.408
Does the input describe a moment of realization or epiphany?,0.407
Does the input discuss an act of kindness or charity?,0.406
Does the sentence express gratitude or appreciation for something or someone?,0.405
Does the text involve a financial goal or saving?,0.404
Does the sentence reference a specific location or place?,0.403
Is a historic landmark or monument described?,0.403
Does the input discuss travel or exploration?,0.402
Is the sentence giving advice or a suggestion?,0.402
Is the input mentioning an animal?,0.401
Does the sentence describe a hypothetical scenario?,0.401
Does the sentence express hope or aspiration for the future?,0.401
Does the input contain humor or sarcasm?,0.399
Is the sentence intended to be motivational or inspirational?,0.398
Is a social gathering or event described?,0.397
Does the sentence involve a social interaction?,0.395
Is a holiday or celebration referenced in the input?,0.394
Does the sentence describe an interaction that is significant to the narrator's development?,0.392
Does the sentence describe an economic concept or issue?,0.392
Is the input about a practical joke or prank?,0.392
Is the sentence emotionally positive?,0.391
Does the input express a political or social opinion?,0.39
"Is there a mention of a book, movie, or song?",0.388
Is a seasonal holiday or event described?,0.388
Is the sentence referencing legal matters or rights?,0.387
Is the sentence describing a significant change in the narrator's environment or circumstances?,0.386
Is a specific scientific field or discipline mentioned?,0.386
Is there a mention of a musical experience or concert?,0.385
Is there a mention of a tradition or custom?,0.385
Does the sentence describe a personal achievement or milestone?,0.385
Does the text include a planning or decision-making process?,0.384
Does the input mention a fear or phobia?,0.384
Does the input describe an animal?,0.382
Does the sentence describe a natural phenomenon?,0.381
Is the sentence part of a dialogue?,0.381
Does the input express feelings of jealousy or envy?,0.38
Does the input discuss a personal limitation or weakness?,0.379
Does the input contain an expression of anger?,0.378
"Is there mention of a war, battle, or military event?",0.378
Is a historical figure or leader mentioned?,0.378
Does the text mention a fitness or sports achievement?,0.377
Does the input discuss a personal achievement or milestone?,0.376
Does the story mention a form of public transportation?,0.376
Does the sentence describe a creative or artistic activity?,0.375
Is the sentence part of a mystery or puzzle?,0.374
Is there a mention of a specific food or drink?,0.373
Is the sentence conveying a change in the narrator's emotional state?,0.372
Does the sentence describe a travel experience?,0.371
Does the input involve an outdoor activity or adventure?,0.37
Does the input include a reference to a book or movie?,0.369
"Does the sentence convey the narrator's relationship with time, such as impatience or nostalgia?",0.369
Is a personal belief or value expressed?,0.369
Does the sentence express anger or frustration directed at a specific situation or person?,0.368
Is a scientific concept or theory mentioned?,0.366
Does the sentence describe a fictional scenario?,0.366
Does the text describe an adventure or risky activity?,0.366
Does the sentence describe the narrator's creative process or artistic inspiration?,0.363
Does the input express feelings of sadness?,0.362
Is the sentence structured as a list?,0.362
Is there a mention of a family heirloom or artifact?,0.362
Does the input discuss a philosophical or existential question?,0.36
Does the input mention a political or social issue?,0.36
Does the sentence express the narrator's attachment or detachment from material possessions?,0.359
Does the input include an expression of disappointment?,0.359
Is the sentence focused on a memory from the past?,0.359
Does the input describe an encounter with a stranger?,0.359
Does the story describe a building or architecture?,0.358
Does the story talk about a vacation or travel experience?,0.356
Is a famous quote or saying referenced?,0.356
Is the sentence expressing a wish or desire for something to be different?,0.355
Does the input involve a comparison of before and after?,0.354
Does the sentence convey the narrator's interaction with nature or the outdoors?,0.353
Is there a mention of a historical event?,0.353
Does the input discuss a natural disaster or emergency situation?,0.352
Does the text mention a piece of advice?,0.351
Is a personal goal or objective mentioned?,0.351
Is the sentence humorous?,0.35
Does the text describe an act of kindness?,0.35
Does the sentence convey a sense of urgency or haste?,0.35
Does the story talk about a friendship or relationship ending?,0.348
Does the sentence include a conditional clause?,0.346
Does the input discuss a health issue or concern?,0.345
Is a specific season described?,0.344
Does the story involve a technological problem or solution?,0.341
Is there a mention of a hobby or interest?,0.34
Does the sentence use past tense?,0.34
Does the sentence contain a contradiction?,0.34
Does the sentence describe an animal or involve animals?,0.339
Is the input about an interaction with technology?,0.339
Is there a mention of a hobby or leisure activity?,0.338
Is the sentence highlighting a contrast between the narrator's past and present self?,0.338
Does the input involve a critique or review of something?,0.335
Does the sentence include a foreign word or phrase?,0.333
Does the input describe a moment of cultural shock or adaptation?,0.332
Is the sentence conveying a sense of awe or wonder experienced by the narrator?,0.33
Does the input include a comparison or metaphor?,0.328
Is a professional or career-related decision discussed?,0.328
Is a new technological advancement discussed?,0.327
Is the sentence in the passive voice?,0.326
Does the sentence describe a character in a story?,0.326
Does the sentence include a cultural reference or idiom?,0.326
Does the text talk about a hobby or pastime?,0.325
Does the sentence describe a landscape or natural feature?,0.323
Does the input discuss a personal goal or aspiration?,0.323
Is there an expression of fear or anxiety?,0.322
"Is there mention of a political event, policy, or figure?",0.321
Is there a mention of a fictional character or story?,0.32
Is there mention of a religious or spiritual theme?,0.318
Does the text include a reference to a sport or athletic activity?,0.317
"Does the sentence express a moment of forgiveness, either giving or receiving?",0.314
Does the input mention a cultural or societal norm?,0.311
Does the sentence involve planning or decision-making?,0.309
Is a fear or phobia expressed?,0.306
Does the text describe a personal space or room?,0.306
Is the sentence repetitive or redundant?,0.305
Does the sentence use irony or sarcasm?,0.305
Does the text describe a form of therapy or healing?,0.304
Does the sentence describe a cultural practice or tradition?,0.303
Does the story involve a game or sport?,0.303
Does the sentence include a threat or warning?,0.303
Does the sentence contain words with strong visual imagery?,0.302
Is a form of leisure or relaxation described?,0.302
Is a culinary experience or taste described?,0.301
Does the sentence require inferential reasoning to understand?,0.301
"Is a natural phenomenon, like an eclipse or meteor shower, described?",0.299
Is there a depiction of a relaxing or peaceful moment?,0.299
Does the story involve planning or preparing for an event?,0.299
Is there a mention of a new beginning or start?,0.298
Does the text involve a safety or security measure?,0.297
Is there a reference to a cultural tradition or practice?,0.296
Does the text include a reflection on past events?,0.295
Does the sentence involve making a choice or decision?,0.295
Is the sentence intended to evoke nostalgia?,0.294
Does the sentence express a sense of belonging or connection to a place or community?,0.291
Does the story involve a pet or domestic animal?,0.291
Does the sentence contain a cultural reference?,0.289
Is there an expression of hope or optimism?,0.289
Does the sentence include an oxymoron?,0.287
Does the input describe a form of local or community service?,0.287
Does the text describe a journey?,0.287
Is there a description of a technological device or app?,0.283
Is the input about a relationship with another person?,0.281
Is a moment of solitude or reflection described?,0.28
Is the sentence abstract rather than concrete?,0.28
Is there a depiction of a public speaking or performance event?,0.277
Does the sentence mention a unique or unusual experience?,0.277
Does the sentence use non-standard or slang language?,0.276
Does the input mention a social or community issue?,0.276
Is there a description of weather conditions?,0.275
Does the sentence convey the narrator's sense of humor or wit?,0.275
Is the sentence providing an explanation or rationale?,0.275
Does the sentence include a metaphor?,0.273
Is a health or wellness practice described?,0.273
Does the story involve a form of meditation or mindfulness?,0.273
Is a significant historical period or event described?,0.271
Is an outdoor activity mentioned?,0.269
Is there a description of a landscape or natural scene?,0.264
Does the sentence use alliteration or rhyme?,0.263
Does the text include a reference to a past era or time period?,0.261
Is the sentence grammatically complex?,0.258
Is the sentence describing a misunderstanding or confusion?,0.258
Does the sentence express a moment of defiance or resistance by the narrator?,0.257
Does the sentence involve moral reasoning?,0.253
Does the input involve a puzzle or problem to solve?,0.253
Is there a description of a meal?,0.252
Does the sentence express longing or nostalgia?,0.251
Does the input contain a question?,0.251
Is there a discussion of a new skill or hobby being learned?,0.25
"Is there mention of a book, film, or television show?",0.249
Does the sentence contain emotionally charged words?,0.247
Does the sentence describe a lesson learned or insight gained by the narrator?,0.246
Does the sentence use metaphor to describe emotions?,0.246
Is a historical event referenced?,0.246
Does the input discuss a moral or ethical dilemma?,0.245
Does the sentence express a personal fear or anxiety?,0.244
Does the text include a prediction or expectation?,0.243
Does the sentence use an unusual syntactic structure?,0.238
Is the sentence designed to persuade or convince?,0.236
Is there a mention of a game or sport?,0.236
Is a religious or spiritual practice mentioned?,0.235
Is a specific type of animal described?,0.233
Is the sentence emotionally negative?,0.233
Does the text mention a form of manual labor or craft?,0.231
Does the story mention a childhood memory?,0.225
Does the text include a reference to a famous painting or sculpture?,0.224
Does the story involve a retreat or getaway?,0.223
Does the sentence describe an ethical dilemma?,0.222
Is a personal transformation or change described?,0.219
Does the story involve a personal project or creation?,0.219
Does the input express surprise or disbelief?,0.213
Is a cultural practice or tradition mentioned?,0.208
Is the sentence part of a narrative?,0.206
Does the story describe a personal crisis or emergency?,0.204
Is there a discussion of a family tradition or custom?,0.204
Does the story mention an invention or discovery?,0.203
Is an unexpected discovery or surprise mentioned?,0.203
Is the input about a misunderstanding or assumption?,0.202
Is the sentence expressing confusion or uncertainty?,0.2
Is the sentence highlighting a cultural or societal norm that impacts the narrator?,0.198
Is there a discussion of a social issue?,0.198
Does the story describe a ceremony or ritual?,0.197
Is the sentence describing a moment of vulnerability or weakness?,0.197
Does the input contain repetition?,0.196
Does the story mention a form of art or exhibition?,0.195
Is a form of self-improvement or personal development mentioned?,0.189
Does the text describe a mode of communication?,0.188
Is the input about overcoming a fear or challenge?,0.187
Does the sentence describe a common fear or phobia?,0.185
Does the input discuss a societal issue or social justice topic?,0.182
Does the sentence describe a challenge or obstacle overcome?,0.179
Does the sentence describe a recurring thought or obsession?,0.177
Does the sentence contain a question that encourages reflection?,0.176
Is there a mention of a puzzle or mystery?,0.174
Does the story talk about an act of defiance or rebellion?,0.173
Does the sentence involve a health or wellness practice?,0.173
Does the sentence contain a pun?,0.172
Is a moment of unexpected kindness or generosity described?,0.172
Is a legal or ethical dilemma discussed?,0.171
Is there a discussion about the future or predictions?,0.17
Is there a description of a unique or unusual event?,0.169
Does the sentence describe an event with emotional significance?,0.168
Does the sentence express a philosophical or existential query or observation?,0.168
Is a personal philosophy or worldview expressed?,0.166
Does the sentence describe a common superstition or myth?,0.163
Does the text involve a personal challenge or goal being achieved?,0.162
Is a conflict or problem introduced?,0.161
Is the input about a discovery or realization?,0.159
Does the sentence use a common cliché?,0.158
Is an art or craft mentioned?,0.155
Is a mythical or legendary story referenced?,0.155
Is a piece of technology described?,0.15
Is there an expression of frustration or annoyance?,0.149
Is the sentence describing a moment of realization or epiphany?,0.148
Is there a reference to a famous work of literature or author?,0.147
Is there a depiction of an urban or rural difference?,0.144
Does the input include a moment of self-discovery?,0.143
Does the text involve a change in perspective or attitude?,0.139
Is a moment of comedy or humor described?,0.137
"Is there a discussion about sleep, dreams, or rest?",0.136
Does the story include a lesson or moral?,0.136
"Is there a reference to space, astronomy, or the universe?",0.133
"Is there a reference to a famous painting, sculpture, or artist?",0.132
Is there a reference to a social media trend or online phenomenon?,0.132
Is the sentence intentionally vague or ambiguous?,0.132
Does the story involve a close call or narrow escape?,0.13
Does the story include a portrayal of a city or urban setting?,0.125
Does the input describe a problem or challenge?,0.124
"Is there a reference to music, either listening or playing?",0.124
Is a form of non-verbal communication depicted?,0.118
Is there a reference to a past event?,0.116
Is there a depiction of a routine or habit?,0.116
Is there a depiction of a dream or nightmare?,0.115
Is the sentence conveying a sense of loneliness or isolation?,0.114
Is there a depiction of a physical activity?,0.113
"Is there a reference to a myth, legend, or folklore?",0.11
Does the story talk about a loss or letting go?,0.11
Is there a reference to a dream or aspiration?,0.104
Is there an expression of surprise?,0.103
Does the story talk about a misunderstanding or confusion?,0.101
Is there a reference to a childhood memory?,0.101
Is a cultural or societal norm discussed?,0.1
Is there a comparison or metaphor?,0.1
Does the story talk about a personal sacrifice or compromise?,0.099
Does the story talk about a personal challenge?,0.098
Is there an expression of surprise or unexpected outcome?,0.096
Does the story mention a form of entertainment?,0.094
Is a superstition or myth discussed?,0.093
Is there a discussion of a psychological concept or mental health issue?,0.092
Does the story include an act of bravery or courage?,0.091
Is there a description of a fantasy or imaginary scenario?,0.091
Is there a reference to a philosophical or ethical dilemma?,0.09
Is there a description of a childhood toy or game?,0.089
