question,avg_abs_coef_normalized
Does the input mention a piece of furniture or home decor?,0.635
Is a specific color or pattern described?,0.621
Does the input involve a historical event?,0.62
Does the sentence involve a safety or security concern?,0.619
Does the input contain a question?,0.618
Does the text involve a journey by foot?,0.615
Does the input mention laughter?,0.615
Is the input about a relationship with another person?,0.612
Is there any mention of weather or climate conditions?,0.611
Is an educational lesson or class described?,0.606
Is there mention of a family or personal relationship?,0.605
Does the input include a reference to a book or movie?,0.6
Does the input involve a scientific experiment or research study?,0.595
Does the text include a reference to a famous painting or sculpture?,0.594
Is technology or innovation discussed in the input?,0.594
"Is a natural phenomenon, like an eclipse or meteor shower, described?",0.591
Does the input include a mention of a personal idol or hero?,0.591
Is the sentence mentioning a pet or domestic animal?,0.583
Does the input contain humor or sarcasm?,0.578
Does the input mention a change in a relationship?,0.576
Does the input describe a moment of teamwork or collaboration?,0.575
Does the input involve a philosophical question or theory?,0.574
Does the input describe an animal?,0.569
Does the sentence describe a scenic view or landscape?,0.568
Does the input describe a scenic view or panorama?,0.568
Does the sentence involve a personal preference or taste?,0.567
Does the text mention a celebrity or public figure?,0.567
Is a language or linguistic detail mentioned?,0.564
Is a personal goal or objective mentioned?,0.558
Does the input involve a financial topic or economic concept?,0.558
"Is a significant life event, like a wedding or graduation, mentioned?",0.555
Does the input involve planning or organizing?,0.553
Is there a reference to a specific individual or public figure?,0.553
Does the sentence include dialogue?,0.551
Does the sentence mention a holiday or celebration?,0.549
Does the input discuss a craft or DIY project?,0.548
"Is there mention of a political event, policy, or figure?",0.546
Is the sentence describing a misunderstanding or confusion?,0.546
Does the input reference an event or phenomenon in nature?,0.545
Does the text include a reference to a past era or time period?,0.543
Is there a mention of a significant weather event?,0.542
Does the input involve a game or recreational activity?,0.541
Is there a mention of music or dancing?,0.539
Is the input related to physical injury or trauma?,0.539
Does the text mention a fitness or sports achievement?,0.539
Does the story involve a pet or domestic animal?,0.538
Is a specific chemical or substance mentioned?,0.536
Is there a mention of reading or writing?,0.536
Is a specific season described?,0.536
Is the input about a practical joke or prank?,0.535
Does the input involve a fitness routine or exercise?,0.535
Does the input describe a form of local or community service?,0.535
Is there stuttering or uncertainty in the input?,0.535
Is a legal or ethical dilemma discussed?,0.532
Does the input mention a friendship?,0.531
Is the input expressing gratitude or thanks?,0.531
Does the input describe a scientific experiment or discovery?,0.526
Is a specific piece of technology or gadget mentioned?,0.524
Does the sentence contain a question?,0.521
Does the input discuss a medical treatment or procedure?,0.518
Is a piece of technology described?,0.514
Does the sentence include technical or specialized terminology?,0.513
Is there a reference to physical health or fitness?,0.511
Is a historical figure or leader mentioned?,0.51
Is the input mentioning an animal?,0.509
Is the sentence describing a craft or DIY project?,0.509
Does the input describe an emotional support or comfort?,0.506
Does the input contain a measurement?,0.505
Does the input involve a legal matter or law enforcement?,0.504
Does the story describe a personal crisis or emergency?,0.504
Does the input express empathy or compassion?,0.503
Is the input about a personal achievement or milestone?,0.503
Does the story mention a health issue or injury?,0.498
"Is there a mention of a geographical feature, like a mountain or river?",0.498
Does the input involve a financial transaction or discussion?,0.497
Does the input express feelings of sadness?,0.497
Is there a discussion of a technological problem or bug?,0.496
Is there a mention of an environmental or ecological practice?,0.495
Is a health condition or disease mentioned?,0.493
Does the input involve a vehicle or mode of transportation?,0.491
Does the input include a philosophical or reflective thought?,0.491
Is a significant historical period or event described?,0.489
Is there mention of a public service or community project?,0.489
Is a health or fitness routine described?,0.488
Is there a mention of a childhood aspiration or dream job?,0.483
Is there a first-person pronoun in the input?,0.482
Does the text describe a form of transportation?,0.479
"Is there a reference to music, either listening or playing?",0.478
Does the input mention a specific animal species?,0.475
Does the input discuss a business or entrepreneurial venture?,0.475
Is a holiday or celebration referenced in the input?,0.475
Is a mathematical concept or number mentioned?,0.474
Is there mention of a personal hobby or interest?,0.474
Is the input expressing a wish or desire?,0.474
Does the sentence mention a unique or unusual experience?,0.473
Is a specific type of animal described?,0.473
Does the text talk about a hobby or pastime?,0.473
Does the input discuss a personal achievement or milestone?,0.471
Does the text mention a plant or gardening?,0.47
Does the text involve a financial transaction?,0.469
Does the sentence include a cultural reference or idiom?,0.469
Is a scientific concept or theory mentioned?,0.469
Is there a mention of a physical object or item?,0.468
Is a culinary experience or taste described?,0.468
Does the input discuss environmental concerns or issues?,0.468
Is the sentence expressing admiration or praise?,0.467
Does the input discuss a personal goal or aspiration?,0.467
Does the input mention any form of art or artistic activity?,0.465
Does the story describe a shopping experience?,0.464
Is there a mention of a gift or present?,0.464
Does the text include a reference to a sport or athletic activity?,0.463
"Is a specific school, university, or educational institution mentioned?",0.463
Is the input about an interaction with technology?,0.463
Does the input express gratitude?,0.461
Is a family member mentioned?,0.459
Is there a discussion about ethical consumption or sustainability?,0.458
Does the input mention a construction or building?,0.458
Is a specific language or linguistic feature mentioned?,0.456
Does the sentence involve a health or wellness practice?,0.456
Does the input mention a routine or daily activity?,0.456
Does the input contain a number?,0.455
Does the input involve a cultural festival or event?,0.452
Is the input related to food preparation?,0.446
Is there mention of a unique or unusual hobby?,0.446
Does the sentence describe an artistic or creative activity?,0.445
Does the input mention a specific event or festival?,0.443
Does the input discuss a breakthrough in medical research?,0.443
Is the sentence referencing legal matters or rights?,0.443
Is a famous quote or saying referenced?,0.442
Does the input involve a puzzle or problem to solve?,0.442
Does the input mention a fear or phobia?,0.44
Is an apology or expression of regret included?,0.44
Is a specific tool or equipment mentioned?,0.437
Does the text describe a personal achievement?,0.436
Is a specific location referred to in the input?,0.436
Is the input about a discovery or realization?,0.436
Is the sentence involving a risk or dare?,0.433
Does the input discuss a philosophical or existential question?,0.432
Does the text involve a financial goal or saving?,0.429
Is there a mention of a natural disaster?,0.428
Does the input discuss a personal limitation or weakness?,0.426
Is there a reference to health and safety precautions?,0.426
Does the input contain an expression of anger?,0.425
Does the input involve a financial planning or investment strategy?,0.424
Does the input express surprise or disbelief?,0.424
Is a seasonal holiday or event described?,0.424
Does the input express disappointment or dissatisfaction?,0.424
Does the input describe a specific texture or sensation?,0.423
Does the text mention a personal limit or boundary?,0.421
Does the input describe a nighttime setting?,0.42
Does the sentence mention a mode of transportation?,0.419
Is a religious or spiritual practice mentioned?,0.418
Does the input express feelings of jealousy or envy?,0.418
Is there any mention of a dream or aspiration?,0.417
Does the story describe a work or school setting?,0.417
Is there a discussion of a new skill or hobby being learned?,0.417
Is an environmental concern or issue mentioned?,0.416
Is a social gathering or event described?,0.416
Is there mention of a religious or spiritual theme?,0.416
Does the text describe a personal space or room?,0.414
Does the text involve a financial challenge or setback?,0.414
Does the input discuss a health-related issue or wellness?,0.412
Does the input include an expression of disappointment?,0.412
Is there a description of a technological device or app?,0.411
Does the text describe an adventure or risky activity?,0.406
"Is there a reference to a famous painting, sculpture, or artist?",0.406
Is a holiday or celebration mentioned?,0.405
Does the input mention a political or social issue?,0.404
"Is there a reference to a myth, legend, or folklore?",0.404
Is there an expression of loyalty or commitment?,0.404
Is hair or clothing mentioned in the input?,0.403
Does the sentence involve making a choice or decision?,0.403
Is there a mention of a gadget or piece of technology?,0.403
Is an outdoor activity mentioned?,0.401
Is there any mention of a family member?,0.4
Is a conflict or problem introduced?,0.399
Is the input reflecting on a personal change or growth?,0.398
Does the input discuss a health issue or concern?,0.396
Is there a mention of a hobby or interest?,0.396
Does the input discuss an environmental issue or conservation effort?,0.394
Is there a reference to a social media trend or online phenomenon?,0.393
Does the input involve animals or wildlife?,0.392
Is the sentence describing a routine or habit?,0.391
Does the input describe a specific emotion in detail?,0.39
"Is there a reference to space, astronomy, or the universe?",0.387
Does the text mention a form of alternative transportation?,0.387
Is a specific scientific field or discipline mentioned?,0.386
Is there mention of a traditional or cultural dish?,0.382
Is there a mention of a tradition or custom?,0.382
Does the input discuss a moral or ethical dilemma?,0.379
Does the input discuss a natural disaster or emergency situation?,0.378
Is a specific historical figure or leader mentioned?,0.378
Is there a mention of a space or astronomical phenomenon?,0.378
Is a specific form of literature or writing style mentioned?,0.378
Does the story involve a close call or narrow escape?,0.376
Does the text involve a safety or security measure?,0.375
Is a personal preference or taste described?,0.371
Is there a mention of a hobby or leisure activity?,0.37
Is there a mention of a fictional character or story?,0.369
"Is there mention of a city, country, or geographic feature?",0.369
Does the story talk about a vacation or travel experience?,0.368
Does the input contain repetition?,0.368
Is an unexpected discovery or surprise mentioned?,0.368
Is someone running in the input text?,0.368
Does the input express a political or social opinion?,0.367
Is a professional or career-related decision discussed?,0.366
Is there a discussion of a lesson learned or wisdom gained?,0.366
Does the text describe an act of kindness?,0.366
Does the story mention an act of charity or volunteering?,0.365
Is a mythical or legendary story referenced?,0.363
Does the input include a comparison or metaphor?,0.36
Does the text involve a personal challenge or goal being achieved?,0.36
Is a historical event referenced?,0.359
Is a meal being prepared or cooked?,0.359
Is there a depiction of a relaxing or peaceful moment?,0.355
Is an art or craft mentioned?,0.355
Does the story mention a craft or DIY project?,0.355
Is a cultural event or festival mentioned?,0.353
Is a fear or phobia expressed?,0.352
Is a form of leisure or relaxation described?,0.351
Does the story mention a form of public transportation?,0.351
Is there a discussion of a family tradition or custom?,0.35
Is there a mention of a family heirloom or artifact?,0.347
Does the text describe a journey?,0.346
Is a moment of solitude or reflection described?,0.344
Does the input mention a social or community issue?,0.343
Is a cultural practice or tradition mentioned?,0.342
Is a new technological advancement discussed?,0.341
Is there an expression of pride or self-esteem?,0.341
Does the input contain negativity?,0.331
Does the text mention a piece of advice?,0.328
Is the input about overcoming a fear or challenge?,0.325
Does the input involve an outdoor activity or adventure?,0.323
Does the sentence include a foreign word or phrase?,0.323
Does the story describe a building or architecture?,0.319
Does the story include a portrayal of a city or urban setting?,0.318
Is a personal belief or value expressed?,0.318
Does the input describe an old habit or something the narrator wishes to change?,0.317
"Is there a reference to a diet, nutrition, or food choice?",0.313
Is there a mention of a historical event?,0.31
"Is there a mention of a book, movie, or song?",0.309
Is the input related to a specific industry or profession?,0.307
Is there an expression of hope or optimism?,0.302
Is a superstition or myth discussed?,0.299
Does the story involve a game or sport?,0.297
Is there a mention of a musical experience or concert?,0.292
Does the input discuss a societal issue or social justice topic?,0.291
Is there a mention of a future plan or intention?,0.284
Does the story describe a ceremony or ritual?,0.279
Does the story involve a technological problem or solution?,0.279
Does the sentence describe a challenge or obstacle overcome?,0.279
"Is there mention of a book, film, or television show?",0.276
Is there an expression of fear or anxiety?,0.273
Is a health or wellness practice described?,0.273
Is a form of self-improvement or personal development mentioned?,0.269
Does the input mention a cultural or societal norm?,0.268
Does the text describe a mode of communication?,0.267
Does the text mention a form of digital communication?,0.266
Does the text include a reflection on past events?,0.266
Is there a reference to a cultural tradition or practice?,0.257
Is there a reference to a famous work of literature or author?,0.251
Is a form of non-verbal communication depicted?,0.251
Does the input describe a problem or challenge?,0.248
Does the input involve a comparison of before and after?,0.244
Does the story talk about a personal challenge?,0.24
Does the input describe a moment of cultural shock or adaptation?,0.237
Does the input describe a moment of realization or epiphany?,0.235
Does the story mention a form of art or exhibition?,0.231
"Is there a discussion about sleep, dreams, or rest?",0.23
Does the story talk about an act of defiance or rebellion?,0.228
Is there a mention of a scientific fact or concept?,0.228
Is there a mention of a game or sport?,0.227
Does the text mention a form of manual labor or craft?,0.224
Is there a reference to a philosophical or ethical dilemma?,0.219
Does the input include dialogue between characters?,0.219
Does the input contain emotional words?,0.217
Is a friendship being formed or ending?,0.217
Is there a description of a landscape or natural scene?,0.217
Does the story mention a childhood memory?,0.216
Does the story mention an invention or discovery?,0.215
Is there a discussion about the future or predictions?,0.214
Does the text include a prediction or expectation?,0.213
Is there a description of weather conditions?,0.212
Is a personal philosophy or worldview expressed?,0.208
Is there a discussion of a social issue?,0.204
Is a moment of comedy or humor described?,0.203
Does the story talk about a personal sacrifice or compromise?,0.202
Is there mention of a personal challenge or obstacle overcome?,0.201
Does the text involve a change in perspective or attitude?,0.199
Does the story include an act of bravery or courage?,0.195
Does the text describe a form of therapy or healing?,0.194
Does the story talk about a misunderstanding or confusion?,0.191
Is there a description of a childhood toy or game?,0.19
Is there a reference to a childhood memory?,0.187
Does the text include a planning or decision-making process?,0.185
Does the input mention a personal insecurity or doubt?,0.184
Does the story involve planning or preparing for an event?,0.183
Is there a depiction of a routine or habit?,0.178
Is there a depiction of an urban or rural difference?,0.175
Does the story include a lesson or moral?,0.174
Is there a depiction of a physical activity?,0.171
Is there a mention of a new beginning or start?,0.168
Is there an expression of frustration or annoyance?,0.166
Is there a description of a unique or unusual event?,0.165
Is a moment of unexpected kindness or generosity described?,0.161
Is there a description of a meal?,0.159
Is a cultural or societal norm discussed?,0.159
Is there a discussion of a psychological concept or mental health issue?,0.156
Is there a reference to a past event?,0.15
Is a personal transformation or change described?,0.147
Does the story talk about a friendship or relationship ending?,0.147
Does the story mention a form of entertainment?,0.146
Is the input about a misunderstanding or assumption?,0.145
Is there a mention of a puzzle or mystery?,0.141
Does the input include a moment of self-discovery?,0.137
Does the story talk about a loss or letting go?,0.133
Is there a depiction of a dream or nightmare?,0.132
Does the story involve a personal project or creation?,0.128
Is there an expression of surprise or unexpected outcome?,0.127
Is there a depiction of a public speaking or performance event?,0.127
Does the story involve a form of meditation or mindfulness?,0.126
Does the story involve a retreat or getaway?,0.118
Is there a description of a fantasy or imaginary scenario?,0.108
Is there an expression of surprise?,0.107
Is there a comparison or metaphor?,0.102
Is there a reference to a dream or aspiration?,0.095
