,0
151,"['d3_51_entertainment', 4742, 0, 0, 'no', 'mistral']"
152,"['d3_51_entertainment', 4742, 0, 1, 'yes', 'meta']"
153,"['d3_51_entertainment', 2722, 0, 0, 'no', 'mistral']"
154,"['d3_51_entertainment', 2722, 0, 0, 'no', 'meta']"
155,"['d3_51_entertainment', 2722, 0, 0, 'no', 'openai']"
156,"['d3_51_entertainment', 2761, 0, 0, 'no', 'openai']"
157,"['d3_51_entertainment', 2761, 0, 0, 'no', 'mistral']"
158,"['d3_51_entertainment', 2761, 0, 0, 'no', 'meta']"
159,"['d3_51_entertainment', 1563, 0, 0, 'no', 'mistral']"
160,"['d3_51_entertainment', 1563, 0, 0, 'no', 'meta']"
161,"['d3_51_entertainment', 1563, 0, 0, 'no', 'openai']"
162,"['d3_51_entertainment', 1991, 0, 0, 'no', 'mistral']"
163,"['d3_51_entertainment', 1991, 0, 0, 'no', 'meta']"
164,"['d3_51_entertainment', 1991, 0, 0, 'no', 'openai']"
165,"['d3_51_entertainment', 6988, 0, 0, 'no', 'mistral']"
166,"['d3_51_entertainment', 6988, 0, 0, 'no', 'meta']"
167,"['d3_51_entertainment', 6988, 0, 0, 'no', 'openai']"
168,"['d3_51_entertainment', 4834, 0, 0, 'no', 'openai']"
169,"['d3_51_entertainment', 4834, 0, 0, 'no', 'meta']"
170,"['d3_51_entertainment', 4834, 0, 0, 'no', 'mistral']"
171,"['d3_51_entertainment', 4544, 0, 1, 'yes', 'mistral']"
172,"['d3_51_entertainment', 4544, 0, 1, 'yes', 'meta']"
173,"['d3_51_entertainment', 4544, 0, 1, 'yes', 'openai']"
174,"['d3_51_entertainment', 1276, 0, 1, 'yes', 'openai']"
175,"['d3_51_entertainment', 1276, 0, 1, 'yes', 'meta']"
176,"['d3_51_entertainment', 1276, 0, 1, 'yes', 'mistral']"
177,"['d3_51_entertainment', 5440, 0, 0, 'no', 'mistral']"
178,"['d3_51_entertainment', 5440, 0, 0, 'no', 'meta']"
179,"['d3_51_entertainment', 5440, 0, 0, 'no', 'openai']"
180,"['d3_51_entertainment', 1219, 0, 1, 'yes', 'mistral']"
181,"['d3_51_entertainment', 1219, 0, 0, 'no', 'meta']"
182,"['d3_51_entertainment', 1219, 0, 1, 'yes', 'openai']"
183,"['d3_51_entertainment', 2831, 0, 0, 'no', 'openai']"
184,"['d3_51_entertainment', 2831, 0, 0, 'no', 'mistral']"
185,"['d3_51_entertainment', 2831, 0, 0, 'no', 'meta']"
186,"['d3_51_entertainment', 7382, 0, 0, 'no', 'meta']"
187,"['d3_51_entertainment', 7382, 0, 0, 'no', 'openai']"
188,"['d3_51_entertainment', 7382, 0, 0, 'no', 'mistral']"
189,"['d3_51_entertainment', 4775, 0, 0, 'no', 'mistral']"
190,"['d3_51_entertainment', 4775, 0, 0, 'no', 'meta']"
191,"['d3_51_entertainment', 4775, 0, 0, 'no', 'openai']"
192,"['d3_51_entertainment', 4155, 0, 0, 'no', 'mistral']"
193,"['d3_51_entertainment', 4155, 0, 0, 'no', 'meta']"
194,"['d3_51_entertainment', 4155, 0, 0, 'no', 'openai']"
195,"['d3_51_entertainment', 5107, 0, 0, 'no', 'mistral']"
196,"['d3_51_entertainment', 5107, 0, 0, 'no', 'meta']"
197,"['d3_51_entertainment', 5107, 0, 0, 'no', 'openai']"
198,"['d3_51_entertainment', 6288, 0, 0, 'no', 'mistral']"
199,"['d3_51_entertainment', 6288, 0, 0, 'no', 'meta']"
200,"['d3_51_entertainment', 6288, 0, 0, 'no', 'openai']"
201,"['d3_51_entertainment', 5789, 0, 0, 'no', 'mistral']"
202,"['d3_51_entertainment', 5789, 0, 0, 'no', 'meta']"
203,"['d3_51_entertainment', 5789, 0, 0, 'no', 'openai']"
204,"['d3_51_entertainment', 1708, 0, 0, 'no', 'openai']"
205,"['d3_51_entertainment', 1708, 0, 0, 'no', 'meta']"
206,"['d3_51_entertainment', 1708, 0, 0, 'no', 'mistral']"
207,"['d3_51_entertainment', 239, 1, 1, 'yes', 'openai']"
208,"['d3_51_entertainment', 239, 1, 1, 'yes', 'meta']"
209,"['d3_51_entertainment', 239, 1, 1, 'yes', 'mistral']"
210,"['d3_51_entertainment', 2353, 0, 1, 'yes', 'openai']"
211,"['d3_51_entertainment', 2353, 0, 0, 'no', 'mistral']"
212,"['d3_51_entertainment', 2353, 0, 1, 'yes', 'meta']"
213,"['d3_51_entertainment', 1997, 0, 0, 'no', 'openai']"
214,"['d3_51_entertainment', 1997, 0, 0, 'no', 'meta']"
215,"['d3_51_entertainment', 1997, 0, 0, 'no', 'mistral']"
216,"['d3_51_entertainment', 1574, 0, 0, 'no', 'openai']"
217,"['d3_51_entertainment', 1574, 0, 0, 'no', 'mistral']"
218,"['d3_51_entertainment', 1574, 0, 0, 'no', 'meta']"
219,"['d3_51_entertainment', 7035, 0, 0, 'no', 'openai']"
220,"['d3_51_entertainment', 7035, 0, 0, 'no', 'meta']"
221,"['d3_51_entertainment', 7035, 0, 0, 'no', 'mistral']"
222,"['d3_51_entertainment', 6538, 0, 0, 'no', 'meta']"
223,"['d3_51_entertainment', 6538, 0, 0, 'no', 'openai']"
224,"['d3_51_entertainment', 6538, 0, 0, 'no', 'mistral']"
225,"['d3_51_entertainment', 2347, 0, 0, 'no', 'mistral']"
226,"['d3_51_entertainment', 2347, 0, 0, 'no', 'meta']"
227,"['d3_51_entertainment', 2347, 0, 0, 'no', 'openai']"
228,"['d3_51_entertainment', 4890, 0, 0, 'no', 'mistral']"
229,"['d3_51_entertainment', 4890, 0, 0, 'no', 'meta']"
230,"['d3_51_entertainment', 4890, 0, 0, 'no', 'openai']"
231,"['d3_51_entertainment', 2951, 0, 0, 'no', 'meta']"
232,"['d3_51_entertainment', 2951, 0, 0, 'no', 'openai']"
233,"['d3_51_entertainment', 2951, 0, 0, 'no', 'mistral']"
234,"['d3_51_entertainment', 6823, 0, 0, 'no', 'openai']"
235,"['d3_51_entertainment', 6823, 0, 0, 'no', 'meta']"
236,"['d3_51_entertainment', 6823, 0, 0, 'no', 'mistral']"
237,"['d3_51_entertainment', 3423, 0, 0, 'no', 'openai']"
238,"['d3_51_entertainment', 3423, 0, 0, 'no', 'mistral']"
239,"['d3_51_entertainment', 3423, 0, 0, 'no', 'meta']"
240,"['d3_51_entertainment', 1976, 0, 0, 'no', 'openai']"
241,"['d3_51_entertainment', 1976, 0, 0, 'no', 'meta']"
242,"['d3_51_entertainment', 1976, 0, 0, 'no', 'mistral']"
243,"['d3_51_entertainment', 1840, 0, 0, 'no', 'mistral']"
244,"['d3_51_entertainment', 1840, 0, 0, 'no', 'meta']"
245,"['d3_51_entertainment', 1840, 0, 0, 'no', 'openai']"
246,"['d3_51_entertainment', 4188, 0, 0, 'no', 'openai']"
247,"['d3_51_entertainment', 4188, 0, 0, 'no', 'meta']"
248,"['d3_51_entertainment', 4188, 0, 0, 'no', 'mistral']"
249,"['d3_51_entertainment', 1960, 0, 0, 'no', 'mistral']"
250,"['d3_51_entertainment', 1960, 0, 0, 'no', 'meta']"
251,"['d3_51_entertainment', 1960, 0, 0, 'no', 'openai']"
252,"['d3_51_entertainment', 4361, 0, 0, 'no', 'mistral']"
253,"['d3_51_entertainment', 4361, 0, 0, 'no', 'meta']"
254,"['d3_51_entertainment', 4361, 0, 0, 'no', 'openai']"
255,"['d3_51_entertainment', 6698, 0, 0, 'no', 'openai']"
256,"['d3_51_entertainment', 6698, 0, 0, 'no', 'meta']"
257,"['d3_51_entertainment', 6698, 0, 0, 'no', 'mistral']"
258,"['d3_51_entertainment', 2979, 0, 0, 'no', 'openai']"
259,"['d3_51_entertainment', 2979, 0, 0, 'no', 'meta']"
260,"['d3_51_entertainment', 2979, 0, 0, 'no', 'mistral']"
261,"['d3_51_entertainment', 1636, 0, 0, 'no', 'openai']"
262,"['d3_51_entertainment', 1636, 0, 0, 'no', 'meta']"
263,"['d3_51_entertainment', 1636, 0, 0, 'no', 'mistral']"
264,"['d3_51_entertainment', 7442, 0, 0, 'no', 'mistral']"
265,"['d3_51_entertainment', 7442, 0, 0, 'no', 'meta']"
266,"['d3_51_entertainment', 7442, 0, 1, 'yes', 'openai']"
267,"['d3_51_entertainment', 3801, 0, 1, 'yes', 'openai']"
268,"['d3_51_entertainment', 3801, 0, 0, 'no', 'mistral']"
269,"['d3_51_entertainment', 3801, 0, 0, 'no', 'meta']"
270,"['d3_51_entertainment', 678, 1, 1, 'yes', 'openai']"
271,"['d3_51_entertainment', 678, 1, 1, 'yes', 'mistral']"
272,"['d3_51_entertainment', 678, 1, 1, 'yes', 'meta']"
273,"['d3_51_entertainment', 351, 1, 1, 'yes', 'openai']"
274,"['d3_51_entertainment', 351, 1, 1, 'yes', 'meta']"
275,"['d3_51_entertainment', 351, 1, 1, 'yes', 'mistral']"
276,"['d3_51_entertainment', 818, 0, 0, 'no', 'openai']"
277,"['d3_51_entertainment', 818, 0, 0, 'no', 'meta']"
278,"['d3_51_entertainment', 818, 0, 0, 'no', 'mistral']"
279,"['d3_51_entertainment', 4681, 0, 0, 'no', 'openai']"
280,"['d3_51_entertainment', 4681, 0, 0, 'no', 'meta']"
281,"['d3_51_entertainment', 4681, 0, 0, 'no', 'mistral']"
282,"['d3_51_entertainment', 5909, 0, 0, 'no', 'openai']"
283,"['d3_51_entertainment', 5909, 0, 0, 'no', 'meta']"
284,"['d3_51_entertainment', 5909, 0, 0, 'no', 'mistral']"
285,"['d3_51_entertainment', 3149, 0, 0, 'no', 'openai']"
286,"['d3_51_entertainment', 3149, 0, 0, 'no', 'meta']"
287,"['d3_51_entertainment', 3149, 0, 0, 'no', 'mistral']"
288,"['d3_51_entertainment', 473, 1, 1, 'yes', 'openai']"
289,"['d3_51_entertainment', 473, 1, 1, 'yes', 'mistral']"
290,"['d3_51_entertainment', 473, 1, 1, 'yes', 'meta']"
291,"['d3_51_entertainment', 2847, 0, 0, 'no', 'mistral']"
292,"['d3_51_entertainment', 2847, 0, 0, 'no', 'meta']"
293,"['d3_51_entertainment', 2847, 0, 0, 'no', 'openai']"
294,"['d3_51_entertainment', 7432, 0, 0, 'no', 'mistral']"
295,"['d3_51_entertainment', 7432, 0, 0, 'no', 'meta']"
296,"['d3_51_entertainment', 7432, 0, 0, 'no', 'openai']"
297,"['d3_51_entertainment', 3947, 0, 0, 'no', 'openai']"
298,"['d3_51_entertainment', 3947, 0, 0, 'no', 'mistral']"
299,"['d3_51_entertainment', 3947, 0, 0, 'no', 'meta']"
300,"['d3_51_entertainment', 7245, 0, 0, 'no', 'mistral']"
301,"['d3_51_entertainment', 7245, 0, 0, 'no', 'meta']"
302,"['d3_51_entertainment', 7245, 0, 0, 'no', 'openai']"
303,"['d3_51_entertainment', 6422, 0, 1, 'yes', 'openai']"
304,"['d3_51_entertainment', 6422, 0, 1, 'yes', 'meta']"
305,"['d3_51_entertainment', 6422, 0, 1, 'yes', 'mistral']"
